timestamp,steps
2015/10/29 6:15:00,26.0
2015/10/29 6:30:00,20.0
2015/10/29 6:45:00,24.0
2015/10/29 7:00:00,10.0
2015/10/29 7:15:00,15.0
2015/10/29 7:30:00,39.0
2015/10/29 7:45:00,18.0
2015/10/29 8:00:00,8.0
2015/10/29 8:15:00,16.0
2015/10/29 8:30:00,27.0
2015/10/29 8:45:00,35.0
2015/10/29 9:00:00,21.0
2015/10/29 9:15:00,37.0
2015/10/29 9:30:00,11.0
2015/10/29 9:45:00,14.0
2015/10/29 10:00:00,10.0
2015/10/29 10:15:00,11.0
2015/10/29 10:30:00,55.0
2015/10/29 10:45:00,15.0
2015/10/29 11:00:00,31.0
2015/10/29 11:15:00,9.0
2015/10/29 11:30:00,16.0
2015/10/29 11:45:00,46.0
2015/10/29 12:00:00,35.0
2015/10/29 12:15:00,9.0
2015/10/29 12:30:00,42.0
2015/10/29 12:45:00,11.0
2015/10/29 13:00:00,63.0
2015/10/29 13:15:00,21.0
2015/10/29 13:30:00,8.0
2015/10/29 13:45:00,25.0
2015/10/29 14:00:00,8.0
2015/10/29 14:15:00,8.0
2015/10/29 14:30:00,9.0
2015/10/29 14:45:00,32.0
2015/10/29 15:00:00,11.0
2015/10/29 15:15:00,18.0
2015/10/29 15:30:00,19.0
2015/10/29 15:45:00,17.0
2015/10/29 16:00:00,9.0
2015/10/29 16:15:00,12.0
2015/10/29 16:30:00,25.0
2015/10/29 16:45:00,10.0
2015/10/29 17:00:00,23.0
2015/10/29 17:15:00,28.0
2015/10/29 17:30:00,64.0
2015/10/29 17:45:00,93.0
2015/10/29 18:00:00,2.0
2015/10/29 18:15:00,45.0
2015/10/29 18:30:00,9.0
2015/10/29 18:45:00,10.0
2015/10/29 19:00:00,8.0
2015/10/29 19:15:00,14.0
2015/10/29 19:30:00,13.0
2015/10/29 19:45:00,17.0
2015/10/29 20:00:00,18.0
2015/10/29 20:15:00,74.0
2015/10/29 20:30:00,103.0
2015/10/29 20:45:00,18.0
2015/10/29 21:00:00,59.0
2015/10/29 21:15:00,16.0
2015/10/29 21:30:00,8.0
2015/10/29 21:45:00,8.0
2015/10/29 22:00:00,28.0
2015/10/29 22:15:00,22.0
2015/10/29 22:30:00,28.0
2015/10/29 22:45:00,83.0
2015/10/29 23:00:00,13.0
2015/10/29 23:15:00,28.0
2015/10/29 23:30:00,24.0
2015/10/29 23:45:00,47.0
2015/10/30 0:00:00,13.0
2015/10/30 0:15:00,19.0
2015/10/30 0:30:00,16.0
2015/10/30 0:45:00,8.0
2015/10/30 1:00:00,111.0
2015/10/30 1:15:00,36.0
2015/10/30 1:30:00,21.0
2015/10/30 1:45:00,23.0
2015/10/30 2:00:00,37.0
2015/10/30 2:15:00,72.0
2015/10/30 2:30:00,18.0
2015/10/30 2:45:00,25.0
2015/10/30 3:00:00,14.0
2015/10/30 3:15:00,25.0
2015/10/30 3:30:00,57.0
2015/10/30 3:45:00,16.0
2015/10/30 4:00:00,24.0
2015/10/30 4:15:00,36.0
2015/10/30 4:30:00,97.0
2015/10/30 4:45:00,37.0
2015/10/30 5:00:00,36.0
2015/10/30 5:15:00,17.0
2015/10/30 5:30:00,34.0
2015/10/30 5:45:00,61.0
2015/10/30 6:00:00,38.0
2015/10/30 6:15:00,8.0
2015/10/30 6:30:00,8.0
2015/10/30 6:45:00,10.0
2015/10/30 7:00:00,10.0
2015/10/30 7:15:00,45.0
2015/10/30 7:30:00,16.0
2015/10/30 7:45:00,8.0
2015/10/30 8:00:00,27.0
2015/10/30 8:15:00,8.0
2015/10/30 8:30:00,12.0
2015/10/30 8:45:00,8.0
2015/10/30 9:00:00,9.0
2015/10/30 9:15:00,17.0
2015/10/30 9:30:00,23.0
2015/10/30 9:45:00,20.0
2015/10/30 10:00:00,16.0
2015/10/30 10:15:00,8.0
2015/10/30 10:30:00,36.0
2015/10/30 10:45:00,10.0
2015/10/30 11:00:00,28.0
2015/10/30 11:15:00,16.0
2015/10/30 11:30:00,20.0
2015/10/30 11:45:00,53.0
2015/10/30 12:00:00,81.0
2015/10/30 12:15:00,17.0
2015/10/30 12:30:00,50.0
2015/10/30 12:45:00,21.0
2015/10/30 13:00:00,8.0
2015/10/30 13:15:00,6.0
2015/10/30 13:30:00,26.0
2015/10/30 13:45:00,55.0
2015/10/30 14:00:00,80.0
2015/10/30 14:15:00,69.0
2015/10/30 14:30:00,61.0
2015/10/30 14:45:00,86.0
2015/10/30 15:00:00,13.0
2015/10/30 15:15:00,20.0
2015/10/30 15:30:00,14.0
2015/10/30 15:45:00,28.0
2015/10/30 16:00:00,37.0
2015/10/30 16:15:00,32.0
